number,text,filename
874,der Mensch,0874.mp3
875,der Mieter,0875.mp3
876,der Milliliter,0876.mp3
877,der Mittag,0877.mp3
878,der Mittwoch,0878.mp3
879,der Moment,0879.mp3
880,der Monat,0880.mp3
881,der Monatsbeitrag,0881.mp3
882,der Mond,0882.mp3
883,der Montag,0883.mp3
884,der Morgen,0884.mp3
885,der März,0885.mp3
886,der Nachbar,0886.mp3
887,der Nachmittag,0887.mp3
888,der Nacken,0888.mp3
889,der Nagel,0889.mp3
890,der Name,0890.mp3
891,der Nebel,0891.mp3
892,der Norden,0892.mp3
893,der Notausgang,0893.mp3
894,der November,0894.mp3
895,der Oktober,0895.mp3
896,der Onkel,0896.mp3
897,der Osten,0897.mp3
898,der Pakistaner,0898.mp3
899,der Park,0899.mp3
900,der Parkplatz,0900.mp3
901,der Pinguin,0901.mp3
902,der Platz,0902.mp3
903,der Plural,0903.mp3
904,der Preis,0904.mp3
905,der Quadratmeter,0905.mp3
906,der Ratschlag,0906.mp3
907,der Regen,0907.mp3
908,der Regenbogen,0908.mp3
909,der Reis,0909.mp3
910,der Ruhetag,0910.mp3
911,der Rücken,0911.mp3
912,der Saft,0912.mp3
913,der Salat,0913.mp3
914,der Samstag,0914.mp3
915,der Satz,0915.mp3
916,der Satzbau,0916.mp3
917,der Schauspieler,0917.mp3
918,der Schmerz,0918.mp3
919,der Schnee,0919.mp3
920,der Schnupfen,0920.mp3
921,der Schrank,0921.mp3
922,der Schritt,0922.mp3
923,der Schuh,0923.mp3
924,der Schüler,0924.mp3
925,der September,0925.mp3
926,der Singular,0926.mp3
927,der Sommer,0927.mp3
928,der Sonderfall,0928.mp3
929,der Sonntag,0929.mp3
930,der Sport,0930.mp3
931,der Stern,0931.mp3
932,der Stock,0932.mp3
933,der Strand,0933.mp3
934,der Student,0934.mp3
935,der Stuhl,0935.mp3
936,der Sturm,0936.mp3
937,der Supermarkt,0937.mp3
938,der Süden,0938.mp3
939,der Tag,0939.mp3
940,der Tarif,0940.mp3
941,der Tee,0941.mp3
942,der Teppich,0942.mp3
943,der Termin,0943.mp3
944,der Tisch,0944.mp3
945,der Tochter,0945.mp3
946,der Traum,0946.mp3
947,der Türke,0947.mp3
948,der Urlaub,0948.mp3
949,der Vater,0949.mp3
950,der Verbstamm,0950.mp3
951,der Verein,0951.mp3
952,der Vermieter,0952.mp3
953,der Vertrag,0953.mp3
954,der Vogel,0954.mp3
955,der Vokalwechsel,0955.mp3
956,der Vormittag,0956.mp3
957,der Wein,0957.mp3
958,der Westen,0958.mp3
